chr	start	end	gene	strand	exon	transcript_ID
chr5	149465942	149465990	CSF1R	-	1	NM_001288705
chr5	149495326	149495509	PDGFRB	-	22	NM_001355016
chr5	149497181	149497413	PDGFRB	-	21	NM_001355016
chr5	149498310	149498415	PDGFRB	-	20	NM_001355016
chr5	149499030	149499129	PDGFRB	-	19	NM_001355016
chr5	149499575	149499686	PDGFRB	-	18	NM_001355016
chr5	149500451	149500573	PDGFRB	-	17	NM_001355016
chr5	149500767	149500885	PDGFRB	-	16	NM_001355016
chr5	149501443	149501603	PDGFRB	-	15	NM_001355016
chr5	149502605	149502764	PDGFRB	-	14	NM_001355016
chr5	149503813	149503923	PDGFRB	-	13	NM_001355016
chr5	149504290	149504394	PDGFRB	-	12	NM_001355016
chr5	149505008	149505140	PDGFRB	-	11	NM_001355016
chr5	149506083	149506177	PDGFRB	-	10	NM_001355016
chr5	149509320	149509531	PDGFRB	-	9	NM_001355016
chr5	149510102	149510225	PDGFRB	-	8	NM_001355016
chr5	149511542	149511657	PDGFRB	-	7	NM_001355016
chr5	149512313	149512505	PDGFRB	-	6	NM_001355016
chr5	149513149	149513323	PDGFRB	-	5	NM_001355016
chr5	149513444	149513571	PDGFRB	-	4	NM_001355016
chr5	149514313	149514579	PDGFRB	-	3	NM_001355016
chr5	149515118	149515289	PDGFRB	-	2	NM_001355016
chr5	149495326	149495509	PDGFRB	-	23	NM_002609
chr5	149497181	149497413	PDGFRB	-	22	NM_002609
chr5	149498310	149498415	PDGFRB	-	21	NM_002609
chr5	149499030	149499129	PDGFRB	-	20	NM_002609
chr5	149499575	149499686	PDGFRB	-	19	NM_002609
chr5	149500451	149500573	PDGFRB	-	18	NM_002609
chr5	149500767	149500885	PDGFRB	-	17	NM_002609
chr5	149501443	149501603	PDGFRB	-	16	NM_002609
chr5	149502605	149502764	PDGFRB	-	15	NM_002609
chr5	149503813	149503923	PDGFRB	-	14	NM_002609
chr5	149504290	149504394	PDGFRB	-	13	NM_002609
chr5	149505008	149505140	PDGFRB	-	12	NM_002609
chr5	149506083	149506177	PDGFRB	-	11	NM_002609
chr5	149509320	149509531	PDGFRB	-	10	NM_002609
chr5	149510102	149510225	PDGFRB	-	9	NM_002609
chr5	149511542	149511657	PDGFRB	-	8	NM_002609
chr5	149512313	149512505	PDGFRB	-	7	NM_002609
chr5	149513149	149513323	PDGFRB	-	6	NM_002609
chr5	149513444	149513571	PDGFRB	-	5	NM_002609
chr5	149514313	149514579	PDGFRB	-	4	NM_002609
chr5	149515118	149515441	PDGFRB	-	3	NM_002609
chr5	149516571	149516610	PDGFRB	-	2	NM_002609
chr5	149495326	149495509	PDGFRB	-	23	NM_001355017
chr5	149497181	149497413	PDGFRB	-	22	NM_001355017
chr5	149498310	149498415	PDGFRB	-	21	NM_001355017
chr5	149499030	149499129	PDGFRB	-	20	NM_001355017
chr5	149499575	149499686	PDGFRB	-	19	NM_001355017
chr5	149500451	149500573	PDGFRB	-	18	NM_001355017
chr5	149500767	149500885	PDGFRB	-	17	NM_001355017
chr5	149501443	149501603	PDGFRB	-	16	NM_001355017
chr5	149502605	149502764	PDGFRB	-	15	NM_001355017
chr5	149503813	149503923	PDGFRB	-	14	NM_001355017
chr5	149504290	149504394	PDGFRB	-	13	NM_001355017
chr5	149505008	149505140	PDGFRB	-	12	NM_001355017
chr5	149506083	149506177	PDGFRB	-	11	NM_001355017
chr5	149509320	149509531	PDGFRB	-	10	NM_001355017
chr5	149510102	149510225	PDGFRB	-	9	NM_001355017
chr5	149511542	149511657	PDGFRB	-	8	NM_001355017
chr5	149512313	149512505	PDGFRB	-	7	NM_001355017
chr5	149513149	149513323	PDGFRB	-	6	NM_001355017
chr5	149513444	149513571	PDGFRB	-	5	NM_001355017
chr5	149514279	149514426	PDGFRB	-	4	NM_001355017
chr5	158134577	158134644	EBF1	-	16	NM_001324101
chr5	158134987	158135181	EBF1	-	15	NM_001324101
chr5	158139162	158139341	EBF1	-	14	NM_001324101
chr5	158139978	158140155	EBF1	-	13	NM_001324101
chr5	158141125	158141190	EBF1	-	12	NM_001324101
chr5	158158077	158158165	EBF1	-	11	NM_001324101
chr5	158204421	158204547	EBF1	-	10	NM_001324101
chr5	158223353	158223486	EBF1	-	9	NM_001324101
chr5	158250184	158250325	EBF1	-	8	NM_001324101
chr5	158267037	158267118	EBF1	-	7	NM_001324101
chr5	158500404	158500472	EBF1	-	6	NM_001324101
chr5	158511674	158511747	EBF1	-	5	NM_001324101
chr5	158522628	158522683	EBF1	-	4	NM_001324101
chr5	158523351	158523414	EBF1	-	3	NM_001324101
chr5	158523982	158524138	EBF1	-	2	NM_001324101
chr5	158526353	158526486	EBF1	-	1	NM_001324101
chr5	158126119	158126150	EBF1	-	16	NM_001324107
chr5	158134987	158135181	EBF1	-	15	NM_001324107
chr5	158139162	158139341	EBF1	-	14	NM_001324107
chr5	158139978	158140155	EBF1	-	13	NM_001324107
chr5	158141125	158141190	EBF1	-	12	NM_001324107
chr5	158158077	158158165	EBF1	-	11	NM_001324107
chr5	158204421	158204547	EBF1	-	10	NM_001324107
chr5	158223353	158223486	EBF1	-	9	NM_001324107
chr5	158250208	158250325	EBF1	-	8	NM_001324107
chr5	158267037	158267118	EBF1	-	7	NM_001324107
chr5	158500404	158500472	EBF1	-	6	NM_001324107
chr5	158511674	158511747	EBF1	-	5	NM_001324107
chr5	158522628	158522683	EBF1	-	4	NM_001324107
chr5	158523351	158523414	EBF1	-	3	NM_001324107
chr5	158523982	158524138	EBF1	-	2	NM_001324107
chr5	158526353	158526486	EBF1	-	1	NM_001324107
chr5	158126119	158126150	EBF1	-	16	NM_001324108
chr5	158134987	158135181	EBF1	-	15	NM_001324108
chr5	158139162	158139341	EBF1	-	14	NM_001324108
chr5	158139978	158140155	EBF1	-	13	NM_001324108
chr5	158141125	158141190	EBF1	-	12	NM_001324108
chr5	158158077	158158165	EBF1	-	11	NM_001324108
chr5	158204421	158204547	EBF1	-	10	NM_001324108
chr5	158223353	158223483	EBF1	-	9	NM_001324108
chr5	158250208	158250325	EBF1	-	8	NM_001324108
chr5	158267037	158267118	EBF1	-	7	NM_001324108
chr5	158500404	158500472	EBF1	-	6	NM_001324108
chr5	158511674	158511747	EBF1	-	5	NM_001324108
chr5	158522628	158522683	EBF1	-	4	NM_001324108
chr5	158523351	158523414	EBF1	-	3	NM_001324108
chr5	158523982	158524138	EBF1	-	2	NM_001324108
chr5	158526353	158526486	EBF1	-	1	NM_001324108
chr5	158134577	158134644	EBF1	-	15	NM_001324109
chr5	158134987	158135181	EBF1	-	14	NM_001324109
chr5	158139978	158140155	EBF1	-	13	NM_001324109
chr5	158141125	158141190	EBF1	-	12	NM_001324109
chr5	158158077	158158165	EBF1	-	11	NM_001324109
chr5	158204421	158204547	EBF1	-	10	NM_001324109
chr5	158223353	158223486	EBF1	-	9	NM_001324109
chr5	158250184	158250325	EBF1	-	8	NM_001324109
chr5	158267037	158267118	EBF1	-	7	NM_001324109
chr5	158500404	158500472	EBF1	-	6	NM_001324109
chr5	158511674	158511747	EBF1	-	5	NM_001324109
chr5	158522628	158522683	EBF1	-	4	NM_001324109
chr5	158523351	158523414	EBF1	-	3	NM_001324109
chr5	158523982	158524138	EBF1	-	2	NM_001324109
chr5	158526353	158526486	EBF1	-	1	NM_001324109
chr5	158126119	158126150	EBF1	-	16	NM_001324111
chr5	158134987	158135181	EBF1	-	15	NM_001324111
chr5	158139162	158139341	EBF1	-	14	NM_001324111
chr5	158139978	158140155	EBF1	-	13	NM_001324111
chr5	158141125	158141190	EBF1	-	12	NM_001324111
chr5	158158077	158158165	EBF1	-	11	NM_001324111
chr5	158204421	158204547	EBF1	-	10	NM_001324111
chr5	158223353	158223486	EBF1	-	9	NM_001324111
chr5	158250184	158250325	EBF1	-	8	NM_001324111
chr5	158267037	158267118	EBF1	-	7	NM_001324111
chr5	158500404	158500472	EBF1	-	6	NM_001324111
chr5	158511674	158511747	EBF1	-	5	NM_001324111
chr5	158522628	158522639	EBF1	-	4	NM_001324111
chr5	158126119	158126150	EBF1	-	16	NM_001290360
chr5	158134987	158135181	EBF1	-	15	NM_001290360
chr5	158139162	158139341	EBF1	-	14	NM_001290360
chr5	158139978	158140155	EBF1	-	13	NM_001290360
chr5	158141125	158141190	EBF1	-	12	NM_001290360
chr5	158158077	158158165	EBF1	-	11	NM_001290360
chr5	158204421	158204547	EBF1	-	10	NM_001290360
chr5	158223353	158223486	EBF1	-	9	NM_001290360
chr5	158250184	158250325	EBF1	-	8	NM_001290360
chr5	158267037	158267118	EBF1	-	7	NM_001290360
chr5	158500404	158500472	EBF1	-	6	NM_001290360
chr5	158511674	158511747	EBF1	-	5	NM_001290360
chr5	158522628	158522683	EBF1	-	4	NM_001290360
chr5	158523351	158523414	EBF1	-	3	NM_001290360
chr5	158523982	158524138	EBF1	-	2	NM_001290360
chr5	158526353	158526486	EBF1	-	1	NM_001290360
chr5	158126119	158126150	EBF1	-	16	NM_024007
chr5	158134987	158135181	EBF1	-	15	NM_024007
chr5	158139162	158139341	EBF1	-	14	NM_024007
chr5	158139978	158140155	EBF1	-	13	NM_024007
chr5	158141125	158141190	EBF1	-	12	NM_024007
chr5	158158077	158158165	EBF1	-	11	NM_024007
chr5	158204421	158204547	EBF1	-	10	NM_024007
chr5	158223353	158223483	EBF1	-	9	NM_024007
chr5	158250184	158250325	EBF1	-	8	NM_024007
chr5	158267037	158267118	EBF1	-	7	NM_024007
chr5	158500404	158500472	EBF1	-	6	NM_024007
chr5	158511674	158511747	EBF1	-	5	NM_024007
chr5	158522628	158522683	EBF1	-	4	NM_024007
chr5	158523351	158523414	EBF1	-	3	NM_024007
chr5	158523982	158524138	EBF1	-	2	NM_024007
chr5	158526353	158526486	EBF1	-	1	NM_024007
chr5	158134577	158134644	EBF1	-	16	NM_001324103
chr5	158134987	158135181	EBF1	-	15	NM_001324103
chr5	158139162	158139341	EBF1	-	14	NM_001324103
chr5	158139978	158140155	EBF1	-	13	NM_001324103
chr5	158141125	158141190	EBF1	-	12	NM_001324103
chr5	158158077	158158165	EBF1	-	11	NM_001324103
chr5	158204421	158204547	EBF1	-	10	NM_001324103
chr5	158223353	158223483	EBF1	-	9	NM_001324103
chr5	158250184	158250325	EBF1	-	8	NM_001324103
chr5	158267037	158267118	EBF1	-	7	NM_001324103
chr5	158500404	158500472	EBF1	-	6	NM_001324103
chr5	158511674	158511747	EBF1	-	5	NM_001324103
chr5	158522628	158522683	EBF1	-	4	NM_001324103
chr5	158523351	158523414	EBF1	-	3	NM_001324103
chr5	158523982	158524138	EBF1	-	2	NM_001324103
chr5	158526353	158526486	EBF1	-	1	NM_001324103
chr5	158134577	158134644	EBF1	-	16	NM_001324106
chr5	158134987	158135181	EBF1	-	15	NM_001324106
chr5	158139162	158139341	EBF1	-	14	NM_001324106
chr5	158139978	158140155	EBF1	-	13	NM_001324106
chr5	158141125	158141190	EBF1	-	12	NM_001324106
chr5	158158077	158158165	EBF1	-	11	NM_001324106
chr5	158204421	158204547	EBF1	-	10	NM_001324106
chr5	158223353	158223483	EBF1	-	9	NM_001324106
chr5	158250208	158250325	EBF1	-	8	NM_001324106
chr5	158267037	158267118	EBF1	-	7	NM_001324106
chr5	158500404	158500472	EBF1	-	6	NM_001324106
chr5	158511674	158511747	EBF1	-	5	NM_001324106
chr5	158522628	158522683	EBF1	-	4	NM_001324106
chr5	158523351	158523414	EBF1	-	3	NM_001324106
chr5	158523982	158524138	EBF1	-	2	NM_001324106
chr5	158526353	158526486	EBF1	-	1	NM_001324106
chr5	158126119	158126150	EBF1	-	15	NM_182708
chr5	158134987	158135181	EBF1	-	14	NM_182708
chr5	158139162	158139341	EBF1	-	13	NM_182708
chr5	158139978	158140155	EBF1	-	12	NM_182708
chr5	158141125	158141190	EBF1	-	11	NM_182708
chr5	158158077	158158165	EBF1	-	10	NM_182708
chr5	158204421	158204547	EBF1	-	9	NM_182708
chr5	158223353	158223483	EBF1	-	8	NM_182708
chr5	158250208	158250325	EBF1	-	7	NM_182708
chr5	158267037	158267118	EBF1	-	6	NM_182708
chr5	158511674	158511747	EBF1	-	5	NM_182708
chr5	158522628	158522683	EBF1	-	4	NM_182708
chr5	158523351	158523414	EBF1	-	3	NM_182708
chr5	158523982	158524138	EBF1	-	2	NM_182708
chr5	158526353	158526486	EBF1	-	1	NM_182708
chr6	292540	292560	DUSP22	+	1	NM_001286555
chr6	304628	304661	DUSP22	+	2	NM_001286555
chr6	311880	311962	DUSP22	+	3	NM_001286555
chr6	335114	335163	DUSP22	+	4	NM_001286555
chr6	345854	345928	DUSP22	+	5	NM_001286555
chr6	348103	348274	DUSP22	+	6	NM_001286555
chr6	348769	348951	DUSP22	+	7	NM_001286555
chr6	292540	292560	DUSP22	+	1	NM_020185
chr6	304628	304661	DUSP22	+	2	NM_020185
chr6	311880	311962	DUSP22	+	3	NM_020185
chr6	335114	335163	DUSP22	+	4	NM_020185
chr6	345854	345928	DUSP22	+	5	NM_020185
chr6	348103	348274	DUSP22	+	6	NM_020185
chr6	348769	348841	DUSP22	+	7	NM_020185
chr6	350822	350868	DUSP22	+	8	NM_020185
chr6	393153	393368	IRF4	+	2	NM_001195286
chr6	394821	395007	IRF4	+	3	NM_001195286
chr6	395847	395935	IRF4	+	4	NM_001195286
chr6	397111	397252	IRF4	+	5	NM_001195286
chr6	398828	398935	IRF4	+	6	NM_001195286
chr6	401424	401777	IRF4	+	7	NM_001195286
chr6	405018	405130	IRF4	+	8	NM_001195286
chr6	407455	407598	IRF4	+	9	NM_001195286
chr6	393153	393368	IRF4	+	2	NM_002460
chr6	394821	395007	IRF4	+	3	NM_002460
chr6	395847	395935	IRF4	+	4	NM_002460
chr6	397108	397252	IRF4	+	5	NM_002460
chr6	398828	398935	IRF4	+	6	NM_002460
chr6	401424	401777	IRF4	+	7	NM_002460
chr6	405018	405130	IRF4	+	8	NM_002460
chr6	407455	407598	IRF4	+	9	NM_002460
chr6	18225950	18225961	DEK	-	11	NM_003472
chr6	18226405	18226473	DEK	-	10	NM_003472
chr6	18236683	18236831	DEK	-	9	NM_003472
chr6	18237612	18237747	DEK	-	8	NM_003472
chr6	18249882	18250070	DEK	-	7	NM_003472
chr6	18255962	18256082	DEK	-	6	NM_003472
chr6	18256592	18256686	DEK	-	5	NM_003472
chr6	18258184	18258293	DEK	-	4	NM_003472
chr6	18258535	18258636	DEK	-	3	NM_003472
chr6	18264074	18264218	DEK	-	2	NM_003472
chr6	18225950	18225961	DEK	-	10	NM_001134709
chr6	18226405	18226473	DEK	-	9	NM_001134709
chr6	18236683	18236831	DEK	-	8	NM_001134709
chr6	18237612	18237747	DEK	-	7	NM_001134709
chr6	18249882	18250070	DEK	-	6	NM_001134709
chr6	18255962	18256082	DEK	-	5	NM_001134709
chr6	18256592	18256686	DEK	-	4	NM_001134709
chr6	18258184	18258293	DEK	-	3	NM_001134709
chr6	18264074	18264218	DEK	-	2	NM_001134709
chr6	41903678	41903845	CCND3	-	4	NM_001136125
chr6	41904297	41904433	CCND3	-	3	NM_001136125
chr6	41904973	41905132	CCND3	-	2	NM_001136125
chr6	41909190	41909387	CCND3	-	1	NM_001136125
chr6	41903678	41903845	CCND3	-	5	NM_001287427
chr6	41904297	41904433	CCND3	-	4	NM_001287427
chr6	41904973	41905132	CCND3	-	3	NM_001287427
chr6	41908108	41908323	CCND3	-	2	NM_001287427
chr6	41908690	41908737	CCND3	-	1	NM_001287427
chr6	41903678	41903845	CCND3	-	5	NM_001760
chr6	41904297	41904433	CCND3	-	4	NM_001760
chr6	41904973	41905132	CCND3	-	3	NM_001760
chr6	41908108	41908323	CCND3	-	2	NM_001760
chr6	41909190	41909387	CCND3	-	1	NM_001760
chr6	41903678	41903845	CCND3	-	5	NM_001136017
chr6	41904297	41904433	CCND3	-	4	NM_001136017
chr6	41904973	41905132	CCND3	-	3	NM_001136017
chr6	41908108	41908278	CCND3	-	2	NM_001136017
chr6	41903678	41903845	CCND3	-	4	NM_001136126
chr6	41904297	41904419	CCND3	-	3	NM_001136126
chr6	41903678	41903845	CCND3	-	5	NM_001287434
chr6	41904297	41904419	CCND3	-	4	NM_001287434
chr6	135286417	135286428	HBS1L	-	17	NM_001145158
chr6	135287467	135287611	HBS1L	-	16	NM_001145158
chr6	135290376	135290476	HBS1L	-	15	NM_001145158
chr6	135299817	135299925	HBS1L	-	14	NM_001145158
chr6	135300316	135300406	HBS1L	-	13	NM_001145158
chr6	135303596	135303700	HBS1L	-	12	NM_001145158
chr6	135306479	135306547	HBS1L	-	11	NM_001145158
chr6	135307204	135307321	HBS1L	-	10	NM_001145158
chr6	135307874	135307948	HBS1L	-	9	NM_001145158
chr6	135308783	135308929	HBS1L	-	8	NM_001145158
chr6	135314896	135315013	HBS1L	-	7	NM_001145158
chr6	135317915	135318080	HBS1L	-	6	NM_001145158
chr6	135318535	135318794	HBS1L	-	5	NM_001145158
chr6	135323872	135323980	HBS1L	-	4	NM_001145158
chr6	135360711	135360905	HBS1L	-	3	NM_001145158
chr6	135371720	135371785	HBS1L	-	2	NM_001145158
chr6	135375787	135375829	HBS1L	-	1	NM_001145158
chr6	135357696	135359164	HBS1L	-	5	NM_001145207
chr6	135360711	135360905	HBS1L	-	4	NM_001145207
chr6	135363139	135363264	HBS1L	-	3	NM_001145207
chr6	135371720	135371785	HBS1L	-	2	NM_001145207
chr6	135375787	135375829	HBS1L	-	1	NM_001145207
chr6	135286417	135286428	HBS1L	-	18	NM_006620
chr6	135287467	135287611	HBS1L	-	17	NM_006620
chr6	135290376	135290476	HBS1L	-	16	NM_006620
chr6	135299817	135299925	HBS1L	-	15	NM_006620
chr6	135300316	135300406	HBS1L	-	14	NM_006620
chr6	135303596	135303700	HBS1L	-	13	NM_006620
chr6	135306479	135306547	HBS1L	-	12	NM_006620
chr6	135307204	135307321	HBS1L	-	11	NM_006620
chr6	135307874	135307948	HBS1L	-	10	NM_006620
chr6	135308783	135308929	HBS1L	-	9	NM_006620
chr6	135314896	135315013	HBS1L	-	8	NM_006620
chr6	135317915	135318080	HBS1L	-	7	NM_006620
chr6	135318535	135318794	HBS1L	-	6	NM_006620
chr6	135323872	135323980	HBS1L	-	5	NM_006620
chr6	135360711	135360905	HBS1L	-	4	NM_006620
chr6	135363139	135363264	HBS1L	-	3	NM_006620
chr6	135371720	135371785	HBS1L	-	2	NM_006620
chr6	135375787	135375829	HBS1L	-	1	NM_006620
chr6	170870885	170871321	TBP	+	2	NM_001172085
chr6	170873633	170873720	TBP	+	3	NM_001172085
chr6	170876006	170876097	TBP	+	4	NM_001172085
chr6	170878700	170878867	TBP	+	5	NM_001172085
chr6	170880498	170880592	TBP	+	6	NM_001172085
chr6	170881274	170881353	TBP	+	7	NM_001172085
chr6	170866118	170866171	TBP	+	2	NM_003194
chr6	170870879	170871321	TBP	+	3	NM_003194
chr6	170873633	170873720	TBP	+	4	NM_003194
chr6	170876006	170876097	TBP	+	5	NM_003194
chr6	170878700	170878867	TBP	+	6	NM_003194
chr6	170880498	170880592	TBP	+	7	NM_003194
chr6	170881274	170881353	TBP	+	8	NM_003194
chr7	38279626	38279767	TRG	+	1	NM_TRG
chr7	38282030	38282076	TRG	+	2	NM_TRG
chr7	38284785	38284831	TRG	+	3	NM_TRG
chr7	38292982	38293030	TRG	+	4	NM_TRG
chr7	38295939	38295997	TRG	+	5	NM_TRG
chr7	38299690	38299831	TRG	+	6	NM_TRG
chr7	38301773	38301819	TRG	+	7	NM_TRG
chr7	38304951	38305279	TRG	+	8	NM_TRG
chr7	38309093	38309141	TRG	+	9	NM_TRG
chr7	38313189	38313249	TRG	+	10	NM_TRG
chr7	38315861	38315919	TRG	+	11	NM_TRG
chr7	44839071	44839079	PPIA	+	4	NM_001300981
chr7	44839301	44839473	PPIA	+	5	NM_001300981
chr7	44840886	44841021	PPIA	+	6	NM_001300981
chr7	44836324	44836392	PPIA	+	1	NM_021130
chr7	44838846	44838876	PPIA	+	2	NM_021130
chr7	44838991	44839079	PPIA	+	3	NM_021130
chr7	44839301	44839473	PPIA	+	4	NM_021130
chr7	44840886	44841021	PPIA	+	5	NM_021130
chr7	50358658	50358697	IKZF1	+	2	NM_001291837
chr7	50367234	50367353	IKZF1	+	3	NM_001291837
chr7	50444231	50444491	IKZF1	+	4	NM_001291837
chr7	50450238	50450405	IKZF1	+	5	NM_001291837
chr7	50459427	50459561	IKZF1	+	6	NM_001291837
chr7	50467616	50468325	IKZF1	+	7	NM_001291837
chr7	50358658	50358697	IKZF1	+	2	NM_006060
chr7	50367234	50367353	IKZF1	+	3	NM_006060
chr7	50444231	50444491	IKZF1	+	4	NM_006060
chr7	50450238	50450405	IKZF1	+	5	NM_006060
chr7	50455043	50455168	IKZF1	+	6	NM_006060
chr7	50459427	50459561	IKZF1	+	7	NM_006060
chr7	50467616	50468325	IKZF1	+	8	NM_006060
chr7	50358658	50358697	IKZF1	+	1	NM_001220768
chr7	50367234	50367353	IKZF1	+	2	NM_001220768
chr7	50444231	50444491	IKZF1	+	3	NM_001220768
chr7	50450238	50450405	IKZF1	+	4	NM_001220768
chr7	50467616	50468325	IKZF1	+	5	NM_001220768
chr7	50358658	50358697	IKZF1	+	1	NM_001220767
chr7	50367234	50367353	IKZF1	+	2	NM_001220767
chr7	50450238	50450405	IKZF1	+	3	NM_001220767
chr7	50455043	50455168	IKZF1	+	4	NM_001220767
chr7	50459427	50459531	IKZF1	+	5	NM_001220767
chr7	50467616	50468325	IKZF1	+	6	NM_001220767
chr7	50358658	50358697	IKZF1	+	2	NM_001291847
chr7	50367234	50367353	IKZF1	+	3	NM_001291847
chr7	50435704	50435763	IKZF1	+	4	NM_001291847
chr7	50437220	50437233	IKZF1	+	5	NM_001291847
chr7	50358658	50358697	IKZF1	+	2	NM_001291846
chr7	50367234	50367353	IKZF1	+	3	NM_001291846
chr7	50435704	50435763	IKZF1	+	4	NM_001291846
chr7	50437220	50437233	IKZF1	+	5	NM_001291846
chr7	50358658	50358697	IKZF1	+	2	NM_001291845
chr7	50367234	50367353	IKZF1	+	3	NM_001291845
chr7	50435704	50436068	IKZF1	+	4	NM_001291845
chr7	50358658	50358697	IKZF1	+	1	NM_001291844
chr7	50367234	50367353	IKZF1	+	2	NM_001291844
chr7	50459427	50459531	IKZF1	+	3	NM_001291844
chr7	50467616	50468325	IKZF1	+	4	NM_001291844
chr7	50358658	50358697	IKZF1	+	1	NM_001291843
chr7	50367234	50367353	IKZF1	+	2	NM_001291843
chr7	50459427	50459561	IKZF1	+	3	NM_001291843
chr7	50467616	50468325	IKZF1	+	4	NM_001291843
chr7	50358658	50358697	IKZF1	+	1	NM_001291842
chr7	50367234	50367353	IKZF1	+	2	NM_001291842
chr7	50455043	50455168	IKZF1	+	3	NM_001291842
chr7	50459427	50459531	IKZF1	+	4	NM_001291842
chr7	50467616	50468325	IKZF1	+	5	NM_001291842
chr7	50358658	50358697	IKZF1	+	2	NM_001220765
chr7	50367234	50367353	IKZF1	+	3	NM_001220765
chr7	50444231	50444491	IKZF1	+	4	NM_001220765
chr7	50450238	50450405	IKZF1	+	5	NM_001220765
chr7	50459427	50459561	IKZF1	+	6	NM_001220765
chr7	50467616	50468325	IKZF1	+	7	NM_001220765
chr7	50358658	50358697	IKZF1	+	1	NM_001220771
chr7	50367234	50367353	IKZF1	+	2	NM_001220771
chr7	50444231	50444491	IKZF1	+	3	NM_001220771
chr7	50467616	50468325	IKZF1	+	4	NM_001220771
chr7	50358658	50358697	IKZF1	+	1	NM_001220770
chr7	50367234	50367353	IKZF1	+	2	NM_001220770
chr7	50450238	50450405	IKZF1	+	3	NM_001220770
chr7	50459427	50459531	IKZF1	+	4	NM_001220770
chr7	50467616	50468325	IKZF1	+	5	NM_001220770
chr7	50358658	50358697	IKZF1	+	1	NM_001291841
chr7	50367234	50367353	IKZF1	+	2	NM_001291841
chr7	50455043	50455168	IKZF1	+	3	NM_001291841
chr7	50459427	50459561	IKZF1	+	4	NM_001291841
chr7	50467616	50468325	IKZF1	+	5	NM_001291841
chr7	50358658	50358697	IKZF1	+	1	NM_001291840
chr7	50367234	50367353	IKZF1	+	2	NM_001291840
chr7	50467616	50468325	IKZF1	+	3	NM_001291840
chr7	50358658	50358697	IKZF1	+	2	NM_001291839
chr7	50367234	50367353	IKZF1	+	3	NM_001291839
chr7	50450238	50450405	IKZF1	+	4	NM_001291839
chr7	50459427	50459561	IKZF1	+	5	NM_001291839
chr7	50467616	50468325	IKZF1	+	6	NM_001291839
chr7	50358658	50358697	IKZF1	+	2	NM_001291838
chr7	50367234	50367353	IKZF1	+	3	NM_001291838
chr7	50450238	50450405	IKZF1	+	4	NM_001291838
chr7	50455043	50455168	IKZF1	+	5	NM_001291838
chr7	50459427	50459561	IKZF1	+	6	NM_001291838
chr7	50467616	50468325	IKZF1	+	7	NM_001291838
chr7	65425884	65426050	GUSB	-	10	NM_001284290
chr7	65429310	65429445	GUSB	-	9	NM_001284290
chr7	65432718	65432894	GUSB	-	8	NM_001284290
chr7	65435269	65435353	GUSB	-	7	NM_001284290
chr7	65439282	65439428	GUSB	-	6	NM_001284290
chr7	65439513	65439691	GUSB	-	5	NM_001284290
chr7	65439906	65440058	GUSB	-	4	NM_001284290
chr7	65444821	65444898	GUSB	-	3	NM_001284290
chr7	65445211	65445396	GUSB	-	2	NM_001284290
chr7	65446961	65447170	GUSB	-	1	NM_001284290
chr7	65425884	65426050	GUSB	-	11	NM_001293104
chr7	65429310	65429445	GUSB	-	10	NM_001293104
chr7	65432718	65432894	GUSB	-	9	NM_001293104
chr7	65435269	65435353	GUSB	-	8	NM_001293104
chr7	65439282	65439428	GUSB	-	7	NM_001293104
chr7	65439513	65439691	GUSB	-	6	NM_001293104
chr7	65439906	65440058	GUSB	-	5	NM_001293104
chr7	65441002	65441189	GUSB	-	4	NM_001293104
chr7	65444386	65444528	GUSB	-	3	NM_001293104
chr7	65445211	65445221	GUSB	-	2	NM_001293104
chr7	65425884	65426050	GUSB	-	10	NM_001293105
chr7	65429310	65429445	GUSB	-	9	NM_001293105
chr7	65432718	65432894	GUSB	-	8	NM_001293105
chr7	65435269	65435353	GUSB	-	7	NM_001293105
chr7	65439282	65439428	GUSB	-	6	NM_001293105
chr7	65439513	65439691	GUSB	-	5	NM_001293105
chr7	65439906	65440058	GUSB	-	4	NM_001293105
chr7	65441002	65441189	GUSB	-	3	NM_001293105
chr7	65445211	65445277	GUSB	-	2	NM_001293105
chr7	65425884	65426050	GUSB	-	12	NM_000181
chr7	65429310	65429445	GUSB	-	11	NM_000181
chr7	65432718	65432894	GUSB	-	10	NM_000181
chr7	65435269	65435353	GUSB	-	9	NM_000181
chr7	65439282	65439428	GUSB	-	8	NM_000181
chr7	65439513	65439691	GUSB	-	7	NM_000181
chr7	65439906	65440058	GUSB	-	6	NM_000181
chr7	65441002	65441189	GUSB	-	5	NM_000181
chr7	65444386	65444528	GUSB	-	4	NM_000181
chr7	65444714	65444898	GUSB	-	3	NM_000181
chr7	65445211	65445396	GUSB	-	2	NM_000181
chr7	65446961	65447170	GUSB	-	1	NM_000181
chr7	142494050	142494098	TRB	+	1	NM_TRB
chr7	142494245	142494294	TRB	+	2	NM_TRB
chr7	142494382	142494426	TRB	+	3	NM_TRB
chr7	142494532	142494579	TRB	+	4	NM_TRB
chr7	142494683	142494731	TRB	+	5	NM_TRB
chr7	142494804	142494850	TRB	+	6	NM_TRB
chr7	142494924	142494975	TRB	+	7	NM_TRB
chr7	142495141	142495186	TRB	+	8	NM_TRB
chr7	142498726	142499111	TRB	+	9	NM_TRB
chr7	142499629	142499645	TRB	+	10	NM_TRB
chr7	142499790	142499897	TRB	+	11	NM_TRB
chr7	142500188	142500213	TRB	+	12	NM_TRB
